Minute,Forecast_SM,Cluster_Used
824,0.43417646242737906,3
825,0.43417646242737906,3
826,0.43417646242737906,3
827,0.43417646242737906,3
828,0.43417646242737906,3
829,0.43417646242737906,3
830,0.43417646242737906,3
831,0.43417646242737906,3
832,0.4341764619867743,3
833,0.4341764615461694,3
834,0.43417646110556457,3
835,0.4341764606649597,3
836,0.4341764602243549,3
837,0.4341764606649597,3
838,0.43417646110556457,3
839,0.4341764615461694,3
840,0.4341764619867743,3
841,0.43417646242737906,3
842,0.43417646242737906,3
843,0.43417646242737906,3
844,0.43417646242737906,3
845,0.43417646242737906,3
846,0.43417646242737906,3
847,0.43417646242737906,3
848,0.43417646242737906,3
849,0.43417646242737906,3
850,0.43417646242737906,3
851,0.43417646242737906,3
852,0.43417646242737906,3
853,0.43417646242737906,3
854,0.43417646242737906,3
855,0.43417646242737906,3
856,0.43417646242737906,3
857,0.4341764619867743,3
858,0.4341764619867743,3
859,0.4341764619867743,3
860,0.4341764615461694,3
861,0.43417646110556457,3
862,0.43417646110556457,3
863,0.4341764606649597,3
864,0.4341764602243549,3
865,0.4341764602243549,3
866,0.4341764602243549,3
867,0.4341764606649597,3
868,0.43417646110556457,3
869,0.4341764615461694,3
870,0.43417646242737906,3
871,0.4341764628679839,3
872,0.4341764628679839,3
873,0.4341764628679839,3
874,0.4341764628679839,3
875,0.43417646242737906,3
876,0.43417646242737906,3
877,0.43417646242737906,3
878,0.43417646242737906,3
879,0.43417646242737906,3
880,0.43417646242737906,3
881,0.4341764628679839,3
882,0.4341764633085887,3
883,0.4341764633085887,3
884,0.4341764633085887,3
885,0.4341764633085887,3
886,0.4341764628679839,3
887,0.43417646242737906,3
888,0.43417646242737906,3
889,0.43417646242737906,3
890,0.43417646242737906,3
891,0.4341764619867743,3
892,0.4341764615461694,3
893,0.43417646110556457,3
894,0.4341764606649597,3
895,0.4341764602243549,3
896,0.4341764602243549,3
897,0.4341764602243549,3
898,0.4341764602243549,3
899,0.4341764602243549,3
900,0.4341764602243549,3
901,0.4341764606649597,3
902,0.43417646110556457,3
903,0.4341764615461694,3
904,0.4341764619867743,3
905,0.43417646242737906,3
906,0.43417646242737906,3
907,0.43417646242737906,3
908,0.43417646242737906,3
909,0.43417646242737906,3
910,0.43417646242737906,3
